IM.number,IM.name,IM.details,IM.narrative,IM.funding,youth,fp.rh,peace.security,democracy.humanrights.gov,health,edu.socialservices,eco.growth,human.ass,prog.dev.oversight
109322,Small Town Sanitation (STS)\n,"\n109322\nImplementing Mechanism Name:\nSmall Town Sanitation (STS)\nPrime Partner:\nTo be Determined - Unknown\nAward Number:\nTo be Determined\nImplementing Mechanism Type:\nDirect Contracts\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$2,800,000\nStart Date:\n12/01/2021\nEnd Date:\n11/30/2026\nTotal Estimated Cost:\n$14,400,000\n","\nUsing FY 2021 funding, the Small Town Sanitation (STS) activity will focus on market-based solutions to improve access to, and use of, sanitation services in select small towns in Cabo Delgado, Nampula, and Zambézia provinces. The STS activity will develop and strengthen a sustainable market of sanitation products and services in small towns. Achievement of this purpose will contribute to the overall goal of improving the well-being of target communities, especially among female community members. The activity will increase sanitation infrastructure and improve sanitation service delivery by strengthening the local market for sanitation products and services; developing financing mechanisms for consumers and businesses providing sanitation goods and services; supporting the development of improved and marketable household toilet models and construction of improved public latrines; and increasing the uptake of key sanitation and hygiene products, services, and improved behaviors.\n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nHL.8.2 Basic Sanitation\nDA\nICS 08/15/2018 2.1\nNot Applicable\n$2,000,000\n-\n$2,000,000\nHL.8.3 Water and Sanitation Policy and Governance\nDA\nICS 08/15/2018 2.1\nNot Applicable\n$800,000\n-\n$800,000\nTOTAL\n$2,800,000\n-\n$2,800,000\n",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
109324,Small Towns Water Fund\n,"\n109324\nImplementing Mechanism Name:\nSmall Towns Water Fund\nPrime Partner:\nTo be Determined - Unknown\nAward Number:\nTo be Determined\nImplementing Mechanism Type:\nTo be Determined\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$250,000\nStart Date:\n03/01/2022\nEnd Date:\n09/30/2023\nTotal Estimated Cost:\n$1,000,000\n","\nIn 2017, UNICEF, under its existing water sector portfolio, led the initial conceptualization of a water fund for small towns in Mozambique. Through the centrally managed WASH-FIN activity, USAID provided technical assistance to analyze UNICEF’s concept note, which discussed the establishment of an investment fund for water supply and sanitation in small towns, based on the Government of Mozambique’s public-private partnership model for private sector engagement. WASH-FIN is now designing a feasibility study to explore the establishment of a blended finance fund to catalyze the development of water supply systems across underserved communities in Mozambique, principally those in designated ‘small towns’. In parallel, UNICEF, through the GIBB engineering firm, is conducting an assessment of water supply in 35 secondary towns. The objective of this study is to further examine the UNICEF concept, as well as the merits of alternative fund concepts, and perform a comprehensive evaluation of options, ultimately leading to the selection of the fund structure presenting the greatest potential. The Mission will use FY 2021 funding to implement the preferred approach identified in this feasibility study, either through a grant to UNICEF or a loan guarantee.\n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nHL.8.1 Safe Water Access\nDA\nICS 08/15/2018 2.1\nNot Applicable\n$250,000\n-\n$250,000\nTOTAL\n$250,000\n-\n$250,000\n",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
109325,Justice Sector Technical Support Activity (JUSTA)\n,"\n109325\nImplementing Mechanism Name:\nJustice Sector Technical Support Activity (JUSTA)\nPrime Partner:\nTo be Determined - Unknown\nAward Number:\nTo be Determined\nImplementing Mechanism Type:\nDirect Grant/Cooperative Agreement\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$250,000\nStart Date:\n04/01/2022\nEnd Date:\n03/31/2025\nTotal Estimated Cost:\n$650,000\n","\nThe three-year Justice Sector Technical Support activity (JUSTA) is a Government to Government (G2G) activity aimed at improving systems and procedures to strengthen prosecution of organized crime, including wildlife trafficking, corruption, and select human rights abuses. The Mission will use FY 2021 funding to support training for prosecutors and judges to improve capacity to prosecute wildlife and organized crimes, corruption, assets recovery, and provide technical assistance to improve systems and processes that strengthen access to justice for the vulnerable. Moreover, this activity will strengthen coordination mechanisms among the judiciary, Attorney General, law enforcement, conservation institutions and civil society.\n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nDR.1.1 Constitutions, Laws, and Legal Systems\nDA\nICS 08/15/2018 1.1\nNot Applicable\n$250,000\n-\n$250,000\nTOTAL\n$250,000\n-\n$250,000\n",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
109328,Reforço da Actividade de Jornalismo Investigativo em Recursos Naturais (Strengthened Investigative Journalism in Natural Resources Management) - REAJIR\n,"\n109328\nImplementing Mechanism Name:\nReforço da Actividade de Jornalismo Investigativo em Recursos Naturais (Strengthened Investigative Journalism in Natural Resources Management) - REAJIR\nPrime Partner:\nTo be Determined - Unknown\nAward Number:\nTo be Determined\nImplementing Mechanism Type:\nDirect Grant/Cooperative Agreement\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$860,000\nStart Date:\n01/01/2022\nEnd Date:\n12/30/2024\nTotal Estimated Cost:\n$1,500,000\n","\nThe Strengthened Investigative Journalism in Natural Resources Management (Reforço da Actividade de Jornalismo Investigativo em Recursos Naturais) (REAJIR) will seek to improve the accountability of natural resources management by strengthening the capacity of Mozambican journalists to investigate and report issues in that sector. In an environment where the government faces challenges related to transparency, accountability, inclusion, and participation, the force of civil society in demanding greater accountability is crucial, especially in a sector that will significantly influence the country’s economy. Citizens and civil society can only be effective when acting as government watchdogs in demanding accountability and transparency in the management of natural resources if they understand this highly complex sector. Investigative journalism is the appropriate vehicle to furnish this critical and specialized information. The Mission will use FY 2021 funding to support the development of investigative journalism training programs. These programs will provide participants with opportunities to research selected topics, learn and practice interview and investigative reporting techniques, and produce articles or audio/video programs. Training will review and reinforce the critical role that investigative reporting plays in democratic societies, especially the link between sound investigative reporting and greater accountability in modern societies. The activity will link Mozambican journalists with extractives-focused civil society groups and international networks supporting extractives transparency.\n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nDR.5.1 Enabling Environment for Media and Free Flow of Information\nDA\nICS 08/15/2018 1.1\nNot Applicable\n$860,000\n-\n$860,000\nTOTAL\n$860,000\n-\n$860,000\n",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
109333,USAID Advancing Girls' Education\n,"\n109333\nImplementing Mechanism Name:\nUSAID Advancing Girls' Education\nPrime Partner:\nTo be Determined - Unknown\nAward Number:\nTo be Determined\nImplementing Mechanism Type:\nTo be Determined\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$2,000,000\nStart Date:\n12/31/2021\nEnd Date:\n12/30/2026\nTotal Estimated Cost:\n$10,000,000\n","\nThe Education Ministry’s ten-year strategic plan (2020-2029) recognizes that Mozambican schools generally fail to provide a safe and supportive learning environment for children, especially for girls. Little progress has been made in protecting girls from gender-based violence (GBV), particularly sexual violence. Additionally, poor facilities, to include unsafe school bathrooms lacking water add to school insecurity for female students. These factors result in elevated school dropout rates for girls.The Advancing Girls Education (AGE) activity is a 5-year project that will make schools a safer place for girls aged 10-19, at risk of dropping out of school due to physical, sexual, or psychological violence, teen pregnancy, or child marriage, thereby increasing female student retention rates. The Mission will use FY 2021 funds to promote female-centered education by increasing community participation and accountability to reduce barriers to female education. Through student and community engagement, the activity will address harmful social norms and stereotypes, and will enlighten students and community members on issues related to GBV. Focusing on primary and secondary schools in Zambézia and Nampula target districts, AGE will identify constraints to female education. AGE will also target known barriers such as early marriages, underage pregnancies, chronic teacher and student absenteeism, limited support at home, and poor school facilities that constrain school attendance, learning outcomes, successful school completion and transition to adulthood.AGE will collaborate with other existing USAID family planning, community health worker, and behavior change activities to integrate school-based health committees and community health worker and family planning platforms to conduct activities aimed at the prevention of early child marriage, and the adoption of key healthy behaviors.\n \n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nES.1.1 Pre-Primary Education\nDA\nICS 08/15/2018 3.1\nNot Applicable\n$1,000,000\n-\n$1,000,000\nES.1.3 Lower Secondary Education\nDA\nICS 08/15/2018 3.1\nNot Applicable\n$1,000,000\n-\n$1,000,000\nTOTAL\n$2,000,000\n-\n$2,000,000\n",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
109336,USAID Enhancing Youth Life Skills and Employability\n,"\n109336\nImplementing Mechanism Name:\nUSAID Enhancing Youth Life Skills and Employability\nPrime Partner:\nTo be Determined - Unknown\nAward Number:\nTo be Determined\nImplementing Mechanism Type:\nDirect Grant/Cooperative Agreement\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$1,893,000\nStart Date:\n11/30/2021\nEnd Date:\n11/29/2026\nTotal Estimated Cost:\n$3,300,000\n","\nThe OTI-funded Armed Conflict Location and Event Project (ACLED) reports that, between October 2017 and July 2021, there have been more than 900 IS-M attacks in Cabo Delgado Province, resulting in over 3,100 deaths, and 670,000 internally displaced persons (IDPs). Since March 2020, IS-M has orchestrated its most brazen and sophisticated assaults, including the occupation and partial destruction of four district capitals. It has also attempted to win over citizens’ hearts and minds with more concerted efforts to integrate into communities and distribute stolen loot with them. Cabo Delgado Province has a large youth population, 21% unemployment, poor access to education (especially for young women), and high rates of early marriage and gender-based violence. Unfulfilled aspirations create fertile recruiting grounds for IS-M in Cabo Delgado. To address this situation, the Mission will use FY 2021 funds to secure economic pathways for youth, women, and IDPs through the creation of market-relevant technical courses. Additionally, the Mission will invite youth entrepreneurs to submit business plans and will support authors of the best plans with mentoring and startup funding. The activity will offer counselling to help youth choose appropriate career development paths. The activity will also collaborate with local primary schools to identify children, prioritizing girls, to receive scholarships to facilitate a smooth transition into, and completion of, secondary education. Additionally, the activity will provide teacher training course scholarships to grade 12 graduates.\n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nES.1.5 Literacy and Numeracy for Youth and Adults\nDA\nICS 08/15/2018 3.1\nNot Applicable\n$1,893,000\n-\n$1,893,000\nTOTAL\n$1,893,000\n-\n$1,893,000\n",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
109337,"USAID improving learning in primary education grades 4, 5 and 6\n","\n109337\nImplementing Mechanism Name:\nUSAID improving learning in primary education grades 4, 5 and 6\nPrime Partner:\nTo be Determined - Unknown\nAward Number:\nTo be Determined\nImplementing Mechanism Type:\nDirect Grant/Cooperative Agreement\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$10,000,000\nStart Date:\n12/01/2021\nEnd Date:\n11/30/2026\nTotal Estimated Cost:\n$60,000,000\n","\nSince 2016, USAID has been assisting the Ministry of Education with its primary grade-focused bilingual education activity through the Vamos Ler activity. In an effort to address persistent poor reading outcomes exacerbated by the lost instruction time resulting from COVID-19-related school closures, the Improving Learning Outcomes in Primary Education (SABER) activity will provide remedial education to students in grades 1-3. Additionally, in an effort to increase the likelihood that students successfully complete primary education, SABER will help the Ministry of Education extend bilingual instruction to students in primary grades 4, 5 and 6 in selected schools located in the two northern provinces of Nampula and Zambézia. The activity will provide initial instruction in the child’s first language and will support student transition to Portuguese as described in the Ministry’s bilingual education strategy. The Mission will use FY 2021 funding to deliver high-quality instruction to improve reading and math skills in grades 1-6 within select schools, while transitioning from local languages to Portuguese. The activity will develop teaching competencies by providing pedagogical training to teachers and school principals in teaching early grade reading and math skills using a bilingual approach. Using the bilingual training model, this activity will also improve training skills in areas of gender sensitivity and classroom management. Funding will also provide technical assistance in creating bilingual education testing tools, bilingual textbooks, and teaching and learning materials. Additionally, the activity will use funds to purchase elementary grade schoolbooks, readers, teaching supplies, and needed classroom materials.\n \n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nES.1.2 Primary Education\nDA\nICS 08/15/2018 3.1\nNot Applicable\n$10,000,000\n-\n$10,000,000\nTOTAL\n$10,000,000\n-\n$10,000,000\n",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
109353,G2G with DPS Cabo Delgado\n,"\n109353\nImplementing Mechanism Name:\nG2G with DPS Cabo Delgado\nPrime Partner:\nTo be Determined –Not in SAM, DPS Cabo Delgado\nAward Number:\nTo be Determined\nImplementing Mechanism Type:\nHost Government Managed\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$125,000\nStart Date:\n01/10/2022\nEnd Date:\n01/09/2025\nTotal Estimated Cost:\n$1,100,000\n","\nIn an effort to support Mozambique on its journey toward self-reliance, USAID/Mozambique is gradually expanding its support to local partners. This includes direct support to provincial governments, through Government-to-Government (G2G) agreements. The overall strategy is to shift to a model in which contractors provide more technical assistance to strengthen local capacity and to establish G2G agreements with provincial level departments of health to lead implementation. With FY 2021 funding, the Mission will establish a G2G instrument with the Cabo Delgado Provincial Health Services to support implementation of malaria activities, focusing on provision of technical and financial support to strengthen the provincial and district health directorates’ institutional capacity to implement routine surveillance. This will include support for the implementation of data-driven integrated supervision and for improving data use for decision-making. According to the 2018 Malaria Indicator Survey data, 57% of children 6-59 months old experienced a malaria infection. In addition to being a high malaria burden province, Cabo Delgado is affected by a complex emergency caused by a military conflict between the government and groups of insurgents.\n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nHL.3.9 Host Country Strategic Information Systems (Malaria)\nGHP-USAID\nICS 08/15/2018 3.2\nNot Applicable\n$125,000\n-\n$125,000\nTOTAL\n$125,000\n-\n$125,000\n",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
109354,G2G with DPS Niassa\n,"\n109354\nImplementing Mechanism Name:\nG2G with DPS Niassa\nPrime Partner:\nTo be Determined - Unknown\nAward Number:\nTo be Determined\nImplementing Mechanism Type:\nHost Government Managed\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$461,300\nStart Date:\n10/01/2022\nEnd Date:\n10/09/2024\nTotal Estimated Cost:\n$3,000,000\n","\nWith FY 2021 funds, the Mission will establish a government-to-government (G2G) instrument with the Niassa Provincial Health Directorate to support interventions in the priority areas of maternal, neonatal, and child health (MNCH), and family planning. In an effort to support Mozambique’s movement toward self-reliance, USAID/Mozambique is gradually expanding its support to local partners. The overall strategy is to shift to a model in which contractors provide more technical assistance to strengthen local capacity and to establish G2G agreements with provincial level departments of health to lead implementation. Niassa is the most extensive province with the highest total fertility rate (6.6) and population growth (4.9% a year) in the country, and it has among the worst MNCH and Family Planning (FP) indicators in Mozambique. Niassa has one of the highest unmet needs for FP and the lowest percentage of facilities offering services for adolescents resulting in more than 60% of adolescents having already begun childbearing. Niassa also has one of the highest institutional maternal mortality rates in the country. As a result, Mozambique’s Ministry of Health set reducing maternal and neonatal mortality as a strategic development priority. The Mission will support this priority by funding the following objectives: 1) increase coverage of and access to quality comprehensive and basic emergency obstetric and neonatal care and essential maternal/newborn health care; and 2) increase access to and utilization of family planning services. This G2G mechanism will align with Mozambican and Mission strategies to reduce maternal, neonatal and child mortality, and to increase utilization of family planning services, while also serving to strengthen GRM financial and management systems.\n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nHL.6.8 Cross-cutting Health Systems Strengthening\nGHP-USAID\nICS 08/15/2018 3.2\nNot Applicable\n$360,000\n-\n$360,000\nHL.7.4 Cross-cutting Health Systems Strengthening (FP/RH)\nGHP-USAID\nICS 08/15/2018 3.2\nNot Applicable\n$101,300\n-\n$101,300\nTOTAL\n$461,300\n-\n$461,300\n",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
109361,MOMENTUM Safe Surgery in Family Planning and Obstetrics (MSSFPO)\n,"\n109361\nImplementing Mechanism Name:\nMOMENTUM Safe Surgery in Family Planning and Obstetrics (MSSFPO)\nPrime Partner:\nEngenderHealth, Inc.\nAward Number:\n7200AA20CA00011\nImplementing Mechanism Type:\nDirect Grant/Cooperative Agreement\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$1,700,000\nStart Date:\n03/12/2021\nEnd Date:\n03/11/2024\nTotal Estimated Cost:\n$4,500,000\n","\nAccess to quality obstetric surgery services continues to be a challenge in Mozambique. The Momentum-Safe Surgery in Family Planning and Obstetrics (MSSFPO) project will use FY 2021 funds to support the Ministry of Health’s (MOH) access expansion to safe fistula repair surgery, to improve access to Cesarean Delivery (CD) and voluntary long-acting reversible contraception/permanent methods in Nampula and Niassa provinces. MSSFPO will reduce the unmet need for obstetric fistula repair by expanding and decentralizing obstetric fistula prevention and treatment, especially at the primary care level. Moreover, MSSFPO will include obstetric fistula prevention and treatment in medical training programs and will encourage task-shifting for non-surgical catheter-based treatment by MCH nurses, midwives, and other non-surgeon clinicians. MSSFPO will provide technical assistance to improve access to safe and medically indicated caesarean delivery that will reduce morbidity and mortality caused by prolonged and obstructed labor, reduce intrapartum fetal hypoxia and stillbirths, and improve newborn survival and health. The project activities will include voluntary, long-acting, reversible contraception, with a focus on postpartum intrauterine device insertion and management of removal of contraceptive implants and provision of voluntary permanent methods.\n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nHL.6.2 Treatment of Obstetric Complications and Disabilities\nGHP-USAID\nICS 08/15/2018 3.2\nNot Applicable\n$1,100,000\n-\n$1,100,000\nHL.7.1 Service Delivery\nGHP-USAID\nICS 08/15/2018 3.2\nNot Applicable\n$600,000\n-\n$600,000\nTOTAL\n$1,700,000\n-\n$1,700,000\n",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
109391,Improved Family Planning Initiative (IFPI)\n,"\n109391\nImplementing Mechanism Name:\nImproved Family Planning Initiative (IFPI)\nPrime Partner:\nPathfinder International\nAward Number:\n72065621C00005\nImplementing Mechanism Type:\nDirect Grant/Cooperative Agreement\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$8,870,000\nStart Date:\n07/15/2021\nEnd Date:\n07/14/2026\nTotal Estimated Cost:\n$40,500,000\n","\nWith FY 2021 funds, the new Family Planning (FP) Project - Improved Family Planning Initiative (IFPI) program - will build on the existing FP program to continue to support the Government of the Republic of Mozambique (GRM) to increase the use of modern contraceptive methods, and thus reduce unmet need. This project will build on the previous flagship project’s work in Nampula and Sofala provinces, and initiate activities in Zambézia province. Activities will focus on increasing demand for FP, adoption of healthy reproductive behaviors, expansion of equitable quality service delivery options and improved leadership, commitment, and coordination to support family planning/reproductive health (FP/RH) at all levels of the health system. This new activity will prioritize youth, both in and out of the school system, and males. It will also continue to work with couples and women with high unmet need for FP/RH. It will reduce social and cultural barriers to the uptake of quality FP/RH and Maternal and Child Health services, scale-up implementation of high impact practices and innovative strategies, support client-centered quality FP/RH service delivery implemented at scale, strengthen capacity of local implementing partners to manage and implement voluntary FP/RH programs, develop and test innovative private sector approaches to address gaps in the FP/RH market, and build GRM capacity to deliver and lead the FP/RH program at central, provincial and district levels. The project will leverage antenatal care and postnatal care platforms to encourage integrated quality MNCH care and FP/RH services. In addition, the activity will provide technical assistance, mentoring, and training for data management including commodity quantification, forecasting and planning. The new activity will also help the country achieve commitments under the FP2030 Partnership.\n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nHL.6.1 Birth Preparedness and Maternity Services\nGHP-USAID\nICS 08/15/2018 3.2\nNot Applicable\n$255,000\n-\n$255,000\nHL.7.1 Service Delivery\nGHP-USAID\nICS 08/15/2018 3.2\nNot Applicable\n$4,000,000\n-\n$4,000,000\nHL.7.2 Communication and Knowledge Management (FP/RH)\nGHP-USAID\nICS 08/15/2018 3.2\nNot Applicable\n$3,500,000\n-\n$3,500,000\nHL.7.3 Policy Analysis and Capacity Building\nGHP-USAID\nICS 08/15/2018 3.2\nNot Applicable\n$965,000\n-\n$965,000\nHL.7.6 Procurement and Supply Chain (FP/RH)\nGHP-USAID\nICS 08/15/2018 3.2\nNot Applicable\n$150,000\n-\n$150,000\nTOTAL\n$8,870,000\n-\n$8,870,000\n",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
109925,Global Health Support Initiative III (GHSI-III)\n,"\n109925\nImplementing Mechanism Name:\nGlobal Health Support Initiative III (GHSI-III)\nPrime Partner:\nSocial Solutions International, Inc.\nAward Number:\nOAA-C-16-00031\nImplementing Mechanism Type:\nDirect Contracts\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$402,000\nStart Date:\n12/10/2016\nEnd Date:\n12/09/2021\nTotal Estimated Cost:\n$804,000\n","\nThis USAID Direct Institutional Administrative Support Services Contract provides human resource-based support services to USAID’s health programs worldwide. Persons hired under this contract will be mid-career or senior professionals in technical areas, with support staff, and will supplement USAID’s cadre of health professionals. Persons hired under this contract may serve in the Bureau for Global Health, Regional Bureaus in Washington, D.C., or in field missions around the world (excluding support staff), and they will complement USAID’s cadre of health professionals in technical and professional specialties. Their duties will focus on supplementing health programs with their specific skills and experience. With FY 2021 funds, USAID/Mozambique will continue to fund a TB Advisor to provide support and expertise to the Mission’s TB programs by providing technical assistance to the Government of Mozambique’s National TB Program and to the Mission’s bilateral and field support TB service delivery mechanisms.\n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nHL.2.4 Programmatic Management of Multi Drug-Resistant TB (MDR-TB)\nGHP-USAID\nICS 08/15/2018 3.2\nNot Applicable\n$51,000\n-\n$51,000\nHL.2.9 TB Laboratory Strengthening\nGHP-USAID\nICS 08/15/2018 3.2\nNot Applicable\n$351,000\n-\n$351,000\nTOTAL\n$402,000\n-\n$402,000\n",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
110923,WASH Infrastructure A&E\n,"\n110923\nImplementing Mechanism Name:\nWASH Infrastructure A&E\nPrime Partner:\nTo be Determined - Unknown\nAward Number:\nTo be Determined\nImplementing Mechanism Type:\nDirect Contracts\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$3,574,717\nStart Date:\n02/15/2022\nEnd Date:\n11/02/2026\nTotal Estimated Cost:\n$17,406,109\n","\nThe WASH Infrastructure Architecture and Engineering (WASH A&E) activity, currently under design, will contribute to the project's purpose of increasing resilience of vulnerable populations to key shocks through the provision of design and construction oversight services for the construction or rehabilitation of water supply and sanitation systems in small towns in Cabo Delgado, Nampula, and Zambézia provinces. Using FY 2021 funding, the activity will contribute to increasing availability of water infrastructure in small towns and peri-urban areas, and improve access to clean water and sanitation services, particularly for women and girls who typically shoulder most household responsibilities, including water collection and childcare. The WASH A&E activity is expected to provide innovative, consumer-responsive, affordable water and sanitation service delivery models. This activity will work closely with the Transform WASH and Small-Town Sanitation activities to improve the capacity of providers and communities to manage and sustain improved water and sanitation infrastructure and services. The implementing partner will be selected under the existing Mozambique Mission A&E IDIQ.\n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nHL.8.1 Safe Water Access\nDA\nICS 08/15/2018 2.1\nNot Applicable\n$2,574,717\n-\n$2,574,717\nHL.8.2 Basic Sanitation\nDA\nICS 08/15/2018 2.1\nNot Applicable\n$1,000,000\n-\n$1,000,000\nTOTAL\n$3,574,717\n-\n$3,574,717\n",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
